ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.1033150051796956,0.5932984467182513,0.3092270893546584,0.7366023981419203,0.1541479654014208,0.6174240020448238,-0.5101967488379169,-0.7034392318021725,-0.357705335461342
